         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q8A0P1,      10.51,  0.1639336,      17.12,  0.3111625,       0.00,  0.1134449,       3.50,  0.1180105,       0.00,  0.0988364,       7.78,  0.2186580,       0.78,  0.1517669,  0.2327465, -0.1389463,   257
         Q1CRX8,      12.20,  0.2021920,      20.12,  0.4036335,       0.00,  0.2778628,       4.88,  0.2740434,       0.61,  0.2732121,      12.80,  0.2504209,       1.83,  0.2339171,  0.1955596, -0.0561724,   164
         Q973H2,       5.11,  0.1544815,       6.11,  0.2856599,       0.00,  0.1453379,       0.85,  0.1070575,       0.00,  0.1207535,       3.27,  0.1435259,       0.14,  0.1352464,  0.2421488, -0.0951812,   704
         Q0P8U5,       5.67,  0.1210163,      19.50,  0.3390666,       3.55,  0.2693547,       3.90,  0.1116248,       0.00,  0.1021403,       9.93,  0.1818436,       2.13,  0.1426154,  0.2752107, -0.1806397,   282
         P0C2B2,      10.94,  0.2026517,      26.04,  0.3545814,       8.85,  0.2884349,       7.29,  0.2147964,       0.00,  0.2042363,      14.06,  0.2289330,       6.25,  0.2008665,  0.1903259, -0.1675663,   192
         Q9L6G4,      14.38,  0.2077883,      15.98,  0.3314987,       0.00,  0.0935332,       2.05,  0.1956009,       2.28,  0.2060030,       2.97,  0.2163478,       0.00,  0.1928732,  0.1887563, -0.2036428,   438
         P13491,       8.46,  0.1806278,      14.20,  0.2941835,       0.00,  0.1487791,       3.02,  0.1471049,       0.00,  0.1445166,       4.53,  0.1815567,       0.60,  0.1579983,  0.2150175, -0.2678765,   331
         Q03181,       9.59,  0.1634490,      14.76,  0.2902661,       9.23,  0.1910280,       4.06,  0.1351328,       1.11,  0.1021606,       9.23,  0.1872944,       0.00,  0.1463838,  0.2327536, -0.2394891,   271
         Q7Z1F8,       0.45,  0.0495630,       5.93,  0.2689167,       1.48,  0.0957656,       1.04,  0.1184969,       0.00,  0.0980242,       1.78,  0.1412450,       0.00,  0.1127076,  0.3378344, -0.0855516,   674
         B3VMP8,       5.52,  0.2329613,      18.40,  0.3452971,       0.00,  0.2249069,      11.04,  0.2598263,       7.36,  0.2554908,       5.52,  0.2136568,       0.00,  0.2178722,  0.1668469, -0.1439801,   163
         Q97R81,       9.47,  0.2180950,      20.70,  0.3415610,       9.12,  0.1951854,       2.81,  0.1904438,       0.00,  0.1944707,       9.12,  0.2096319,       1.05,  0.1923672,  0.1813566, -0.1364603,   285
         Q9KJ90,       3.85,  0.1371185,       9.62,  0.3441303,       0.00,  0.1755716,       7.05,  0.2541583,       0.00,  0.2040734,      11.54,  0.2293882,       3.85,  0.1948115,  0.2616400, -0.0867676,   156
         Q5HCN2,       5.29,  0.1106268,      17.99,  0.3433591,       0.00,  0.1577035,       2.65,  0.1186000,       0.00,  0.0750512,       8.47,  0.2195754,       1.59,  0.1445355,  0.2810335, -0.1244245,   189
         P85314,       7.50,  0.1351328,      16.00,  0.3674899,       3.00,  0.1988370,       5.00,  0.2136775,       0.00,  0.2420051,       9.00,  0.2198763,       1.00,  0.1963637,  0.2609926, -0.1236380,   200
         Q65XZ7,      14.43,  0.2035201,      41.24,  0.4556707,      19.59,  0.3181162,      14.43,  0.3099711,       0.00,  0.2587270,      22.68,  0.3168755,       6.19,  0.2574607,  0.1912065, -0.0846604,    97
         P36037,       3.95,  0.1495411,       9.09,  0.2691973,       0.00,  0.0942018,       2.77,  0.1121783,       0.00,  0.1141147,       5.53,  0.1632060,       1.98,  0.1347062,  0.2480746, -0.1793669,   253
         A6L7P9,       9.46,  0.1938882,      13.55,  0.3182839,       0.00,  0.2090014,       3.32,  0.2146376,       2.05,  0.1978457,       5.88,  0.1779474,       3.07,  0.1837671,  0.2017016, -0.1400105,   391
         Q302C5,      13.25,  0.1787911,      13.25,  0.2727927,       0.00,  0.1318788,       3.21,  0.1161498,       0.00,  0.0954247,       7.23,  0.1885450,       2.01,  0.1419505,  0.2169072, -0.1428960,   249
         Q8WQK3,      16.13,  0.2096128,      16.13,  0.3280164,       7.37,  0.1893107,      14.75,  0.2682469,       1.38,  0.2539446,       6.45,  0.2006766,       0.46,  0.2100828,  0.1870329, -0.1771267,   217
         Q0PBL7,       9.09,  0.1579772,      15.15,  0.3402406,       0.00,  0.1911554,       6.06,  0.2420541,       1.30,  0.2462532,       6.93,  0.2060655,       2.16,  0.1987650,  0.2354828, -0.1048769,   231
         Q2G5Y7,      30.77,  0.3497065,      22.22,  0.3682106,       0.00,  0.1868444,       7.69,  0.3169710,       6.84,  0.3354464,      17.95,  0.2924842,       4.27,  0.2771364,  0.0483922, -0.0874835,   117
         Q88EB0,       7.04,  0.1479637,      13.38,  0.2848700,       0.00,  0.1519147,      10.56,  0.2260042,       0.70,  0.2053457,      12.68,  0.2047928,       7.04,  0.1781627,  0.2472213, -0.1552132,   142
         Q68GV9,      27.60,  0.3549272,      46.59,  0.4544382,       6.09,  0.2614790,      10.39,  0.3014056,      13.26,  0.3440000,      21.86,  0.3515734,       6.09,  0.3010575,  0.0450974, -0.2147371,   279
         P37478,      55.00,  0.5396096,      10.00,  0.3377263,       0.00,  0.3007699,      10.00,  0.2334891,       0.00,  0.2137237,      19.17,  0.3257348,       7.50,  0.2750472, -0.1380074, -0.1016060,   120
         P22217,       9.17,  0.1883518,      19.27,  0.3682731,       0.00,  0.3245806,      11.93,  0.2102230,       0.00,  0.1936063,      24.77,  0.3005799,       8.26,  0.2101724,  0.2069352, -0.1969498,   109
         Q11NJ3,       2.68,  0.1291954,       9.82,  0.2662225,       0.00,  0.1447121,       7.14,  0.1409188,       0.00,  0.0994633,      16.07,  0.2143998,       2.68,  0.1417000,  0.2641354, -0.1537391,   112
         Q98VG9,       8.33,  0.1755995,      16.07,  0.2713332,       0.00,  0.1642070,       4.17,  0.1330250,       0.00,  0.1085908,       8.33,  0.1874412,       0.60,  0.1459983,  0.2221712, -0.2787156,   168
         P80401,      40.65,  0.4144233,      38.21,  0.4815268,      21.95,  0.4389381,      25.20,  0.3896862,      29.27,  0.4360807,      29.27,  0.3633876,      26.02,  0.3475174, -0.0169404, -0.1328943,   123
         Q182R2,      19.18,  0.2852035,      17.35,  0.3197523,      15.07,  0.2558098,       5.94,  0.1847932,       0.00,  0.1393341,      14.16,  0.2243218,       2.28,  0.1922342,  0.1127289, -0.2010152,   219
         Q13PU4,       7.81,  0.2460041,      17.19,  0.3804941,       0.00,  0.1663556,      14.84,  0.3542531,       5.47,  0.3486468,      11.72,  0.2611602,       6.25,  0.2650931,  0.1546488,  0.0141490,   128
         Q926H7,      15.24,  0.2361318,      13.33,  0.3301133,       0.00,  0.1739163,       3.17,  0.2489439,       2.22,  0.2780828,       5.08,  0.1886138,       0.32,  0.2136475,  0.1616156, -0.1787977,   315
         Q81MV2,      27.09,  0.3351220,       8.70,  0.3267677,       0.00,  0.2020270,       1.67,  0.2353467,       1.34,  0.2638510,       5.69,  0.1977403,       0.00,  0.2264713,  0.0647058, -0.1329426,   299
         Q63P16,      15.91,  0.2859415,      16.67,  0.3343271,       0.00,  0.1548549,      10.61,  0.2871515,       9.85,  0.2982506,      12.88,  0.2493222,       6.82,  0.2424989,  0.1132425, -0.1658434,   132
         Q6P2Q9,      10.89,  0.1729955,       6.61,  0.2463757,       0.00,  0.1285697,       3.50,  0.1204673,       0.00,  0.1017437,       6.23,  0.1624559,       1.95,  0.1340064,  0.2187387, -0.2396362,   257
         O66551,      21.74,  0.2819964,      28.80,  0.3785862,      18.75,  0.3599810,       2.99,  0.1863636,       0.27,  0.1840439,       7.07,  0.2212928,       7.07,  0.2687108,  0.1177263, -0.1550640,   368
         Q1H3V3,      20.00,  0.2292237,      21.60,  0.3103314,       0.00,  0.1005538,       5.60,  0.2072039,       0.00,  0.1684619,      25.60,  0.3119205,       4.00,  0.2045236,  0.1649425, -0.1903154,   125
         Q74AE4,      61.62,  0.4882757,      57.58,  0.5131534,      58.59,  0.4645121,      37.37,  0.4534233,      62.63,  0.5176193,      33.33,  0.4314503,      26.26,  0.4006537, -0.0873887, -0.1652176,    99
         Q3MAV7,      12.69,  0.2054443,      11.94,  0.3218247,       0.00,  0.1596870,       7.46,  0.1871970,       0.00,  0.1321283,      20.15,  0.2635249,       8.96,  0.1850199,  0.1914142, -0.0941774,   134
         Q66338,      17.10,  0.1972512,      16.23,  0.3094938,       8.66,  0.2096753,       3.03,  0.1663393,       1.52,  0.1599692,       3.90,  0.1716031,       0.65,  0.1674429,  0.1966300, -0.1754838,   462
         Q6PL18,      34.62,  0.3734412,      28.46,  0.3851824,      15.38,  0.3097546,       8.46,  0.2047861,       0.00,  0.2120909,      23.85,  0.3273666,       8.46,  0.2504779,  0.0242042, -0.0255972,   130
         Q8ZNF9,      14.07,  0.2206924,      16.05,  0.3155601,       5.19,  0.1882797,       6.67,  0.2335761,       1.73,  0.2280791,       6.17,  0.2008453,       1.48,  0.1997922,  0.1751253, -0.1791114,   405
         Q82ZB5,      27.29,  0.2911545,       7.53,  0.3019265,       0.00,  0.1994577,       2.35,  0.1440462,       0.00,  0.1619387,       5.88,  0.2111600,       1.88,  0.1850377,  0.1076250, -0.1468176,   425
         O32210,      26.18,  0.3166394,      14.18,  0.3393989,       9.09,  0.2264902,       8.36,  0.2286385,       2.55,  0.2455912,      12.36,  0.2183112,       9.45,  0.2625116,  0.0842881, -0.0613786,   275
         Q804D7,       0.83,  0.1216553,      32.23,  0.4214298,      24.79,  0.4138727,       6.61,  0.1066826,       0.00,  0.0547977,      15.70,  0.2077507,       0.00,  0.1520527,  0.2802880,  0.0407456,   121
         Q2LK81,       9.90,  0.2738875,      12.97,  0.3354528,       0.00,  0.1692691,       3.07,  0.2721556,       4.78,  0.3277091,       6.14,  0.2128160,       0.00,  0.2370036,  0.1260839, -0.1187604,   293
         Q9UPY8,       7.58,  0.1035453,      16.67,  0.2865619,       0.00,  0.1257750,       8.33,  0.1192538,       0.00,  0.0635512,      22.73,  0.2373664,       1.52,  0.1350465,  0.2825607, -0.1647328,   132
         P0A4L7,       8.21,  0.1488994,      11.28,  0.3380598,       0.00,  0.1612756,       4.62,  0.1758733,       0.00,  0.1404099,       9.23,  0.2090310,       1.54,  0.1687122,  0.2436913, -0.1700321,   195
         Q2G9T7,      33.33,  0.3774998,      15.09,  0.3274440,       0.00,  0.1976178,       4.56,  0.2322379,       1.05,  0.2421387,       7.37,  0.2316553,       2.11,  0.2351627,  0.0241636, -0.1675477,   285
         P14618,      34.36,  0.3663851,      10.62,  0.3304744,       1.93,  0.2613224,       4.05,  0.2271944,       1.16,  0.2528597,       3.28,  0.1948940,       1.54,  0.2286346,  0.0320167, -0.2196887,   518
         Q9HLN3,      31.40,  0.3495478,      13.53,  0.3129546,       0.00,  0.1167346,       3.38,  0.1579310,       0.00,  0.1370840,      11.11,  0.2657086,       1.45,  0.2038710,  0.0484479, -0.2156802,   207
         Q82X47,       9.02,  0.1406044,      11.08,  0.2107376,       0.00,  0.1242661,       2.06,  0.0746399,       0.00,  0.0534711,       5.41,  0.1698902,       0.26,  0.1082239,  0.2513868, -0.4844171,   388
         Q7A382,      16.81,  0.1920829,      40.41,  0.4231759,       1.18,  0.1997469,       5.60,  0.2974313,      12.68,  0.3643727,      13.86,  0.3017753,       5.60,  0.2631397,  0.2009639, -0.0581765,   339
         P02884,       0.00,  0.0797757,      10.63,  0.3510225,       0.00,  0.2149286,       3.86,  0.1718295,       1.93,  0.1491017,       8.70,  0.1768398,       0.00,  0.1547615,  0.3141483, -0.1411707,   207
         P12104,      14.50,  0.2888995,      19.85,  0.3567559,       0.00,  0.1842864,       7.63,  0.2220054,       0.00,  0.2295847,      21.37,  0.2971171,       3.05,  0.2323937,  0.1120021, -0.0819597,   131
         Q59034,      22.75,  0.2756085,      14.69,  0.3320363,       0.00,  0.2704327,       5.21,  0.1844009,       0.00,  0.1658472,      11.85,  0.2250319,       2.37,  0.1971541,  0.1255056, -0.1447442,   211
         P53196,      10.79,  0.2125216,      15.59,  0.3367209,      12.95,  0.2335027,       3.60,  0.2243024,       1.68,  0.2415981,       6.47,  0.2079772,       0.72,  0.2038534,  0.1852150, -0.1170861,   417
         Q5ZUA2,       6.23,  0.1430217,      17.28,  0.3256854,       6.80,  0.1771181,       6.23,  0.1928995,       3.68,  0.2060427,       3.97,  0.1858422,       1.42,  0.1755819,  0.2503885, -0.1022049,   353
         Q8A6L0,      14.82,  0.2217215,      14.35,  0.3172135,       1.87,  0.1781721,       4.52,  0.2040286,       1.56,  0.2125022,       4.06,  0.1828277,       1.40,  0.1897156,  0.1750406, -0.1212540,   641
         Q9X181,      28.45,  0.3558871,      46.55,  0.4456005,      33.62,  0.4168361,      12.07,  0.2284595,       1.72,  0.1827285,      20.69,  0.3650247,      27.59,  0.3324228,  0.0412597, -0.0634285,   116
         Q9WZC8,      29.66,  0.3262463,       3.04,  0.2709712,       0.00,  0.1377880,       2.28,  0.1145578,       0.00,  0.1078345,       7.22,  0.1848767,       1.14,  0.1674145,  0.0734612, -0.2539854,   263
         A4D216,      21.31,  0.2506145,      18.85,  0.3019175,       7.38,  0.2692815,       6.56,  0.1352156,       0.00,  0.1159750,      13.11,  0.2468388,       4.10,  0.1750936,  0.1470540, -0.3996974,   122
         Q5SJV7,      59.12,  0.5185175,      35.04,  0.4402024,      26.28,  0.3849603,       5.11,  0.2080687,       1.46,  0.2035370,      33.58,  0.4002661,       0.73,  0.2950986, -0.1191480, -0.2555917,   137
         Q5SKL8,      13.10,  0.2746207,       9.52,  0.3258921,       0.00,  0.2394261,       3.17,  0.2234746,       1.19,  0.2441723,       3.97,  0.1813694,       0.00,  0.2082549,  0.1265363, -0.1767918,   252
         Q8KZM4,       9.94,  0.1948175,      15.06,  0.3302976,       0.00,  0.1783386,       4.17,  0.1870184,       0.32,  0.1810601,       8.65,  0.2023531,       1.60,  0.1825911,  0.2010631, -0.1574421,   312
         E1C0Z4,       1.54,  0.1037467,      22.31,  0.3360949,       0.00,  0.1163497,       6.15,  0.1704146,       0.00,  0.1244543,      15.38,  0.2499972,       0.77,  0.1641179,  0.2926658, -0.1467285,   130
         Q8WSF8,      12.68,  0.2166266,      18.54,  0.3290189,       8.78,  0.2181027,       8.78,  0.2357298,       0.49,  0.2232779,      13.17,  0.2363376,       3.90,  0.2068318,  0.1806206, -0.1160146,   205
         Q9NQW6,       8.21,  0.2097059,      34.33,  0.3828815,       2.99,  0.2397310,       3.73,  0.2223985,       0.00,  0.2084570,       7.46,  0.2507637,       2.99,  0.2123678,  0.1888023, -0.0559790,   134
         Q9UVQ2,      17.71,  0.2296830,      14.08,  0.3270570,      10.06,  0.2033452,       9.86,  0.2518534,       9.86,  0.2722028,       6.84,  0.2058963,       9.05,  0.2483398,  0.1642738, -0.1691232,   497
         Q8N0Z6,      30.12,  0.3487341,      45.18,  0.4788426,      42.17,  0.4396553,      12.05,  0.2716579,       0.60,  0.2454637,      25.90,  0.3490545,      33.73,  0.3555680,  0.0510437, -0.1930895,   166
         O25423,      59.00,  0.5334920,     100.00,  0.7540299,      97.00,  0.6868872,      37.00,  0.4731640,      41.00,  0.4836475,      66.00,  0.6009350,      38.00,  0.4742114, -0.1327575,  0.0428297,   100
         Q81TB7,      15.13,  0.2550673,      18.49,  0.3580865,       0.00,  0.1836432,       8.40,  0.2223807,       0.00,  0.2089021,      12.61,  0.2696266,       1.68,  0.2190105,  0.1438098, -0.1405264,   119
         P08799,      16.62,  0.2272474,      21.01,  0.3476869,       7.73,  0.2287767,       6.57,  0.2174335,       5.54,  0.2244353,       8.63,  0.2150440,       7.22,  0.2434373,  0.1692348, -0.1224811,   776
         Q9UN36,      17.79,  0.2456135,      20.64,  0.3157650,       9.96,  0.2090560,       9.61,  0.2050480,       5.69,  0.2016154,       9.61,  0.2066923,       1.78,  0.1957891,  0.1527888, -0.1740472,   281
         P38894,       8.14,  0.1628643,      15.89,  0.3517933,       8.91,  0.2206594,       7.36,  0.2236973,       0.39,  0.1966707,      10.85,  0.2207303,       6.59,  0.1926260,  0.2331071, -0.1532844,   258
         Q9K597,       3.79,  0.1211381,      20.70,  0.3568204,       0.00,  0.1452075,       9.33,  0.2548933,       8.75,  0.2793651,      10.79,  0.2531828,       2.92,  0.2109000,  0.2729729,  0.0029484,   343
         C7U112,      15.70,  0.2460168,      19.73,  0.3675053,       0.00,  0.2237993,       4.93,  0.2434915,       1.79,  0.2637686,       8.97,  0.2511981,       0.00,  0.2286634,  0.1513031, -0.1461341,   223
         Q8DI03,      34.04,  0.3998457,      14.47,  0.3232402,      16.60,  0.3174963,      11.06,  0.2589201,       7.66,  0.2930708,      15.74,  0.2680681,       3.40,  0.2571908, -0.0004277, -0.1725936,   235
         Q3YBR2,      13.70,  0.2223340,      10.27,  0.2948938,       0.00,  0.2114401,       9.59,  0.2029569,       0.68,  0.1595550,      10.96,  0.1919392,       1.37,  0.1786132,  0.1723178, -0.2298448,   146
         Q8A5N9,      13.43,  0.1849768,      11.67,  0.3286620,       3.12,  0.1168852,       4.75,  0.2251211,       3.53,  0.2404658,       3.53,  0.1895386,       3.66,  0.1947941,  0.2097996, -0.0605245,   737
         P25147,      10.14,  0.1893040,      22.73,  0.3776109,       9.79,  0.3209432,       6.29,  0.1919426,       1.40,  0.2136300,       6.29,  0.2049868,       2.45,  0.1962457,  0.2070363, -0.1675055,   286
         O00602,       5.53,  0.1068817,      18.89,  0.3372564,       0.00,  0.1038950,       3.69,  0.1690401,       0.46,  0.1732482,      13.36,  0.2397249,       2.76,  0.1710253,  0.2863415, -0.0909764,   217
         P39045,      58.58,  0.5235920,      19.53,  0.3989728,      14.38,  0.3313461,       7.73,  0.3294753,      15.88,  0.4039263,       4.72,  0.2493695,       4.29,  0.3175561, -0.1231845, -0.1494857,   466
         Q8GPH7,      29.19,  0.3572684,      21.57,  0.3603408,       7.36,  0.2340128,       6.35,  0.2473039,       4.31,  0.2748191,       4.57,  0.2324085,       1.27,  0.2453569,  0.0442705, -0.1576348,   394
         P52967,      18.68,  0.2481784,      10.44,  0.2855439,       0.00,  0.1253825,       3.85,  0.1697638,       0.00,  0.1232796,      13.19,  0.2313595,       0.00,  0.1763542,  0.1521163, -0.2268772,   182
         P10822,      32.24,  0.3235368,      23.50,  0.3992377,      11.48,  0.3220585,      10.38,  0.2813234,      10.38,  0.2991153,      13.66,  0.2690101,       8.20,  0.2620372,  0.0713710, -0.1239582,   183
         Q7A1I3,       2.12,  0.0946278,      34.67,  0.4106019,      12.74,  0.2276872,       8.25,  0.2669012,       7.08,  0.2726476,       9.91,  0.2499330,       3.54,  0.2157854,  0.2943747, -0.0225745,   424
         Q5NV88,      56.76,  0.4952916,      81.98,  0.6842473,      64.86,  0.4940574,      44.14,  0.4766901,      43.24,  0.4841928,      67.57,  0.5984021,      44.14,  0.4564705, -0.0940772, -0.0742975,   111
         Q64762,      20.49,  0.2651137,      34.63,  0.4001512,       2.44,  0.1727176,       5.85,  0.2452834,       6.83,  0.2844316,      19.02,  0.3190312,       2.93,  0.2523352,  0.1330597, -0.2686526,   205
         Q9X1W9,      11.32,  0.2298283,      24.53,  0.4114872,       1.89,  0.3274102,       8.49,  0.1489236,       0.00,  0.1274951,      19.81,  0.2599781,       4.72,  0.1962854,  0.1681954, -0.0912432,   106
         Q6PQJ9,       7.97,  0.1432341,      14.84,  0.2997878,       0.00,  0.1742763,       1.92,  0.1856445,       0.55,  0.1910729,       5.22,  0.1717556,       0.00,  0.1652491,  0.2493691, -0.1198632,   364
         Q9GZM8,      68.47,  0.5349122,     100.00,  0.6783027,      95.50,  0.5925158,      14.41,  0.3588775,       8.11,  0.3904445,      28.83,  0.4757179,      16.22,  0.4063759, -0.1341673,  0.1220382,   111
         P81186,      22.82,  0.2723582,       8.71,  0.3066572,       0.00,  0.2182568,       1.94,  0.2254030,       2.90,  0.2613578,       2.35,  0.1650451,       0.97,  0.2051371,  0.1255351, -0.1656043,   723
         Q61597,      15.61,  0.2290398,      14.45,  0.3535281,       5.78,  0.2508080,       5.20,  0.1546855,       0.00,  0.1164146,       9.25,  0.2005350,       0.00,  0.1757005,  0.1693842, -0.0224108,   173
         Q96L93,      21.64,  0.2828473,       8.21,  0.3210324,       0.00,  0.1957566,       5.22,  0.1410217,       0.00,  0.0927199,       9.70,  0.2139470,       2.24,  0.1752613,  0.1190261, -0.1008595,   134
         P04571,      10.92,  0.2602598,      19.54,  0.3696320,       0.00,  0.2265121,       5.17,  0.2432207,       0.00,  0.2237396,      10.92,  0.2648725,       0.00,  0.2269541,  0.1395356, -0.1030443,   174
         P04570,       9.19,  0.1793330,      32.43,  0.3573016,      11.35,  0.2587204,       7.03,  0.2166984,       2.16,  0.1873772,      16.76,  0.2776116,       2.70,  0.2030537,  0.2135804, -0.0322010,   185
         P68802,       1.65,  0.1695386,      28.10,  0.4120182,      24.79,  0.4026041,       7.44,  0.2547570,       0.00,  0.2439297,      15.70,  0.2553764,       2.48,  0.2226033,  0.2311145, -0.0973603,   121
         Q9VS97,      31.36,  0.3263952,      33.14,  0.4268474,       0.00,  0.2824129,      13.61,  0.3398119,      16.57,  0.3815375,      13.61,  0.2823715,       3.55,  0.2928272,  0.0680503, -0.1186557,   169
         P07166,      14.05,  0.2275634,       9.09,  0.3379806,       0.00,  0.1752709,       7.44,  0.2100314,       0.00,  0.1592008,      17.36,  0.2404409,       2.48,  0.1958696,  0.1736764, -0.2249084,   121
         P50120,      17.02,  0.2177536,      26.95,  0.3675337,       1.42,  0.2250153,      12.06,  0.2531455,      10.64,  0.2661986,      24.82,  0.3275352,      12.06,  0.2386944,  0.1778701, -0.0150440,   141
         Q8A090,      17.62,  0.2615687,      13.79,  0.3089941,       7.28,  0.2470244,       3.07,  0.1917230,       0.38,  0.1954771,       6.90,  0.2103680,       0.00,  0.1946886,  0.1389611, -0.2042853,   261
         O68840,       5.58,  0.1584065,      37.62,  0.4405226,      22.09,  0.3475480,       3.16,  0.2021602,       0.49,  0.2591113,       4.61,  0.2174825,       0.24,  0.2129472,  0.2382426, -0.1425233,   412
         Q8U0R7,      26.95,  0.3082153,       9.88,  0.2943715,       0.00,  0.2188718,       3.59,  0.1449462,       0.30,  0.1307565,       5.39,  0.1753542,       0.30,  0.1756073,  0.0901139, -0.1738351,   334
         Q50CM2,      20.20,  0.3053595,       7.07,  0.2317607,       0.00,  0.1017727,       7.07,  0.1662111,       0.00,  0.1090611,      13.13,  0.2102114,       0.00,  0.1704340,  0.0949345, -0.2956735,    99
         Q9H0R8,      35.45,  0.4504558,      47.27,  0.4756306,      38.18,  0.3990020,      16.36,  0.3154335,       2.73,  0.2365763,      38.18,  0.3972088,      37.27,  0.3790511, -0.0497120, -0.0162366,   110
         Q02206,       8.07,  0.1175498,      15.09,  0.3065783,      16.49,  0.2657162,       3.16,  0.1397488,       0.00,  0.1000160,       7.02,  0.1608518,       0.35,  0.1374574,  0.2736374, -0.1108903,   285
         Q6PBN2,      17.11,  0.2544342,      28.95,  0.4038493,      23.03,  0.3586308,       8.55,  0.2390527,       1.97,  0.2151458,      15.13,  0.2312181,       5.92,  0.2239501,  0.1425188, -0.1057653,   152
         Q8P6Z9,      12.73,  0.2184210,      31.21,  0.3694039,       0.00,  0.1190989,       5.76,  0.2351087,       4.24,  0.2779987,      13.33,  0.2574877,       4.85,  0.2264034,  0.1768031, -0.1661154,   330
         P09803,      30.05,  0.3897526,      33.33,  0.3945337,      25.35,  0.3111213,      17.37,  0.3509502,      20.19,  0.4034775,       8.92,  0.2662251,       1.41,  0.3008233,  0.0104844, -0.0997865,   213
         Q5EBY5,      22.49,  0.2416043,      15.46,  0.3204785,       7.23,  0.1759217,       8.84,  0.2530958,       8.63,  0.2896443,       6.22,  0.2050284,       3.41,  0.2183085,  0.1534534, -0.1636194,   498
         Q7MX90,      50.45,  0.4799624,      31.36,  0.4447618,      32.27,  0.4155032,      17.27,  0.3239105,      19.09,  0.3906262,      19.09,  0.3102913,      21.36,  0.3941758, -0.0808483, -0.2213749,   220
         P59641,       3.99,  0.1348647,       6.64,  0.2587605,       0.00,  0.1193764,       3.99,  0.1420406,       0.00,  0.1391931,       5.65,  0.1646760,       1.66,  0.1399224,  0.2596296, -0.2375492,   301
         Q81JF8,      21.88,  0.2788190,      10.55,  0.3069471,       1.95,  0.2053776,       4.69,  0.1891465,       1.95,  0.2084254,       6.25,  0.2064152,       1.17,  0.1982922,  0.1216410, -0.2205143,   256
         O24319,      15.33,  0.2134083,      15.33,  0.3276254,       0.00,  0.1020315,       3.54,  0.2223630,       0.00,  0.2020951,       5.19,  0.2052255,       2.12,  0.1951196,  0.1834077, -0.0700113,   424
         Q9V2L3,      31.71,  0.3305859,      16.29,  0.3311212,      12.86,  0.2859916,       2.29,  0.1093963,       0.29,  0.0981119,      10.00,  0.2242727,       6.57,  0.1822480,  0.0675997, -0.1802773,   350
         Q9HYK7,      27.63,  0.3140589,      27.63,  0.3809270,      21.01,  0.2834038,      14.79,  0.2750708,       3.11,  0.2514642,      12.06,  0.2317839,       3.89,  0.2422175,  0.0844974, -0.1272281,   257
         Q96QZ7,      30.00,  0.4154419,      22.22,  0.3903677,      14.44,  0.2786500,      15.56,  0.3543133,       1.11,  0.3169622,      26.67,  0.3623419,       6.67,  0.3065712, -0.0159240, -0.1823058,    90
         Q51883,       7.62,  0.2125558,      34.29,  0.4313461,       0.00,  0.2456581,      16.19,  0.3591685,       6.67,  0.3482939,      17.14,  0.2992685,       5.71,  0.2751055,  0.1857426, -0.1236829,   105
         Q470Y2,      27.45,  0.3301968,      13.73,  0.3513948,       0.00,  0.2133628,       6.54,  0.2339712,       2.61,  0.2382355,      14.38,  0.2583837,       5.23,  0.2353637,  0.0714942, -0.1533650,   153
         Q8E6E3,      16.32,  0.2502801,      29.29,  0.4047917,      12.13,  0.2756040,      12.55,  0.3065573,      14.23,  0.3440807,      13.39,  0.2598062,      11.30,  0.3068533,  0.1493828, -0.1133968,   239
         A1S8W8,      21.38,  0.3317765,      28.97,  0.3829874,      23.45,  0.3177536,       9.66,  0.1936952,       0.00,  0.1592670,      20.00,  0.2974724,      18.62,  0.2804921,  0.0667770, -0.1579839,   145
         P00791,      25.41,  0.2897414,      28.38,  0.3704470,       7.84,  0.3068564,       3.51,  0.2278668,       1.35,  0.2097722,      14.86,  0.2634096,      12.43,  0.2780155,  0.1088506, -0.1757680,   370
         P38576,      46.55,  0.4252923,      14.94,  0.3385025,       5.17,  0.2959302,       6.32,  0.2599385,       0.00,  0.2362274,       9.77,  0.2528447,       3.45,  0.2521342, -0.0259815, -0.1546589,   174
         Q95114,       0.00,  0.0736785,      23.27,  0.3259714,       0.00,  0.0707129,      10.06,  0.2323749,       3.14,  0.2325782,      11.32,  0.2356256,       0.63,  0.1833714,  0.3213400, -0.0923938,   159
         Q703G9,      48.28,  0.4340724,      18.72,  0.3330412,      14.78,  0.2881048,       7.88,  0.2688497,       2.46,  0.2726022,      12.32,  0.2614363,       5.91,  0.2616670, -0.0343560, -0.2015216,   203
         O00151,      29.67,  0.3658817,      19.78,  0.3882906,       3.30,  0.2507211,      19.78,  0.4007627,      26.37,  0.4379841,      26.37,  0.3610951,      16.48,  0.3256689,  0.0350832, -0.1294548,    91
         Q7VXB1,      42.86,  0.4154766,      23.59,  0.3806618,       1.66,  0.2641338,       8.64,  0.2798502,       7.31,  0.3135065,       9.63,  0.2538037,       4.65,  0.2738831, -0.0156195, -0.1755801,   301
