         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         A0QLL2,      25.56,  0.3675990,      20.63,  0.3779480,       1.35,  0.3054407,       4.48,  0.1529054,       0.00,  0.1599531,       9.87,  0.2807570,       2.69,  0.2231937,  0.0320206, -0.4263631,   223
     A0A0C1M4Q3,      47.16,  0.4151180,      33.19,  0.3918992,      13.10,  0.3197949,       5.24,  0.2457864,       0.87,  0.2779019,      13.97,  0.2896468,       4.80,  0.2700589, -0.0166155, -0.1926645,   229
         Q9KQH9,      45.89,  0.4485877,      24.40,  0.3814149,       5.07,  0.2630865,       8.94,  0.2657807,      12.56,  0.3108248,      16.43,  0.2836290,       8.21,  0.2817060, -0.0487743, -0.2395689,   414
         O34340,      27.12,  0.3351265,      18.64,  0.3634946,       2.42,  0.2251693,      10.17,  0.2647861,      10.17,  0.3087370,       9.93,  0.2306462,       3.15,  0.2504652,  0.0639993, -0.1797778,   413
         G3XDA2,      30.43,  0.3599606,      15.22,  0.3882447,       6.76,  0.2378411,       5.56,  0.2548733,       9.42,  0.2890514,      13.29,  0.2681061,       3.86,  0.2600394,  0.0402353, -0.2303074,   414
     A0A0B8RFI6,      15.74,  0.2741619,      13.80,  0.3639400,       0.00,  0.1930018,       3.15,  0.2625185,       5.08,  0.3114522,       4.36,  0.2108065,       1.21,  0.2371466,  0.1252583, -0.1667474,   413
         Q9X055,      13.71,  0.1890791,       7.36,  0.2888744,       0.00,  0.2491244,       2.01,  0.1524870,       0.00,  0.1509142,       6.02,  0.1663344,       0.00,  0.1579481,  0.2090202, -0.2353764,   299
         P71913,      46.38,  0.4695886,      33.22,  0.4200100,       7.24,  0.3431597,       4.93,  0.2687089,      10.53,  0.3549972,       9.54,  0.2976723,       5.59,  0.3018295, -0.0685009, -0.3246721,   304
         P0A9J6,      42.07,  0.4155024,      14.24,  0.3630173,       2.27,  0.2287900,       4.85,  0.2522072,       4.53,  0.3067479,       8.74,  0.2428904,       2.59,  0.2633942, -0.0150341, -0.2375734,   309
     A0A0B0SD75,      38.87,  0.4372711,      30.56,  0.4140402,      14.95,  0.3523814,      12.29,  0.2801547,      13.62,  0.3178755,      10.63,  0.2968419,       5.65,  0.2910306, -0.0350548, -0.2960109,   301
         Q9X1A5,      27.01,  0.3161312,      17.86,  0.3458527,      10.04,  0.2335038,       3.12,  0.2081935,       2.90,  0.2184723,       9.38,  0.2370708,       1.79,  0.2209534,  0.0831087, -0.1469873,   448
         Q9KUY4,      11.45,  0.1831972,      10.18,  0.3000509,       0.00,  0.1295702,       2.73,  0.1867850,       1.82,  0.1973468,       3.45,  0.1707136,       1.09,  0.1730154,  0.2116516, -0.1998292,   550
         Q81K75,      19.78,  0.2436996,      20.00,  0.3431801,       7.56,  0.2093372,       2.89,  0.1988383,       0.89,  0.2132936,       5.56,  0.2143067,       2.00,  0.2022197,  0.1531871, -0.1253240,   450
         Q5SLL6,      29.40,  0.3546967,      24.82,  0.3759994,      15.90,  0.3101788,       6.02,  0.1942392,       3.13,  0.2047607,      13.01,  0.2468674,       3.13,  0.2294273,  0.0430920, -0.2209712,   415
         Q5NFC4,      13.70,  0.1857408,      23.15,  0.3573196,      11.85,  0.2190835,       2.59,  0.1633443,       0.19,  0.1661509,       8.70,  0.2266866,       2.04,  0.1832070,  0.2059278, -0.1459569,   540
         Q5HHC2,      12.42,  0.2223073,      21.67,  0.3441412,       6.09,  0.1894306,       2.71,  0.1913434,       0.23,  0.2112511,       8.80,  0.2191776,       2.26,  0.1980368,  0.1741624, -0.1089799,   443
         P42861,       8.26,  0.1996074,      13.06,  0.3138673,       0.00,  0.1556252,       2.81,  0.1960905,       0.99,  0.2103057,       3.14,  0.1835523,       0.33,  0.1839039,  0.1961558, -0.1939143,   605
         P13377,      19.44,  0.2502315,      19.60,  0.3266315,       3.79,  0.2197786,       3.29,  0.2075805,       2.97,  0.2138628,       5.11,  0.1953959,       1.15,  0.1989504,  0.1446881, -0.2014644,   607
         P13376,      16.18,  0.2338399,      15.28,  0.3272648,       4.04,  0.1734441,       2.47,  0.1806662,       0.00,  0.2071687,       4.94,  0.2002403,       0.67,  0.1915300,  0.1642819, -0.1327875,   445
         P06745,      17.20,  0.2064798,      17.38,  0.3460274,      10.04,  0.2477484,       8.60,  0.2356553,       6.63,  0.2378954,       4.84,  0.1994264,       2.87,  0.2042474,  0.1857784, -0.1692311,   558
         P06744,      20.07,  0.2270921,      14.52,  0.3281927,       5.38,  0.2081684,      10.57,  0.2358585,       6.45,  0.2463844,       8.24,  0.2062601,       4.84,  0.2072980,  0.1661547, -0.1521456,   558
     A0A077EQ93,       8.23,  0.1586143,      21.02,  0.3282848,       0.00,  0.1739019,       3.47,  0.1880603,       0.73,  0.1845893,       4.94,  0.1791209,       1.10,  0.1731117,  0.2367115, -0.1399207,   547
         P26394,       4.92,  0.1861230,      16.39,  0.3147440,       6.56,  0.2507801,       4.37,  0.2017170,       0.00,  0.1573998,      10.38,  0.2077880,       0.00,  0.1779620,  0.2104420, -0.1621280,   183
     A0A0D6IV69,      11.05,  0.1918278,      17.13,  0.3000296,       3.87,  0.2248776,       6.63,  0.2297199,       0.00,  0.1816281,      10.50,  0.1899458,       1.10,  0.1821919,  0.2050243, -0.1235417,   181
     A0A077ENB9,       7.73,  0.1715080,      26.52,  0.3768283,      10.50,  0.2575606,       7.18,  0.2136039,       0.00,  0.1680179,       9.94,  0.2284879,       5.52,  0.1930743,  0.2260188, -0.0651435,   181
         P42980,      15.33,  0.2842496,      18.25,  0.3114461,       0.00,  0.1882282,       8.03,  0.2094767,       0.73,  0.2009355,      22.63,  0.2895458,       3.65,  0.2159423,  0.1140637, -0.2037995,   137
         V5VIF5,       4.64,  0.1195348,      13.21,  0.2811683,       0.00,  0.1488367,       7.14,  0.2056622,       1.43,  0.1796353,      12.14,  0.2042528,       1.43,  0.1650422,  0.2707426, -0.1585034,   280
         Q8NS38,      18.05,  0.2087266,      19.55,  0.3198587,       8.65,  0.1708801,      13.53,  0.2496135,       6.39,  0.2322120,      13.16,  0.2300398,       8.65,  0.2067417,  0.1847651, -0.0903647,   266
         Q834R3,       8.25,  0.1658684,      13.65,  0.2966660,       0.32,  0.1796706,       4.13,  0.2051279,       0.00,  0.1784662,       8.89,  0.1749546,       0.63,  0.1701805,  0.2276473, -0.0856728,   315
         Q2SXY2,      12.38,  0.2035591,      11.76,  0.2753189,       7.43,  0.1623721,       3.10,  0.1770027,       0.00,  0.1642935,       7.12,  0.1612393,       1.86,  0.1635690,  0.1946279, -0.1741999,   323
         P67046,       5.03,  0.1191343,      17.92,  0.3141668,       0.00,  0.1633169,       6.60,  0.2258494,       0.31,  0.1962155,       8.18,  0.1933001,       0.31,  0.1747776,  0.2727552, -0.0699211,   318
         P67042,       3.41,  0.1154176,       8.71,  0.2626995,       3.03,  0.1529081,       3.79,  0.1670648,       0.00,  0.1285761,      13.64,  0.1911078,       0.38,  0.1441443,  0.2797198, -0.1802974,   264
         P0A884,      17.42,  0.1815714,      21.21,  0.3022656,       3.41,  0.2035734,       9.85,  0.2326636,       3.03,  0.1940740,      12.12,  0.2157822,       3.79,  0.1877262,  0.2094546, -0.1120407,   264
         P00469,       6.96,  0.1330529,      16.77,  0.3085193,       0.00,  0.1580281,       8.54,  0.2037848,       2.85,  0.1687683,       9.18,  0.1861058,       1.27,  0.1667052,  0.2578628, -0.0984683,   316
         O62584,      19.05,  0.2634483,      18.03,  0.3359697,      13.95,  0.2285253,      12.59,  0.2440608,       3.40,  0.2327212,       7.82,  0.2084826,       4.08,  0.2141138,  0.1337358, -0.1648670,   294
         C6GJB8,      11.76,  0.2142315,      28.37,  0.3524892,      19.72,  0.2561339,       6.92,  0.2383758,       1.73,  0.2169234,      14.19,  0.2480758,       2.77,  0.2116827,  0.1824900, -0.0954277,   289
     A0A077EAN3,      10.98,  0.1567896,      15.91,  0.2963832,       0.00,  0.1784115,       4.92,  0.1831099,       0.00,  0.1358704,      13.64,  0.2233135,       1.14,  0.1659111,  0.2365380, -0.1674829,   264
         Q8Z9U1,      18.55,  0.2473318,      15.04,  0.3237461,       4.76,  0.2088407,       5.51,  0.2302153,       4.51,  0.2462208,       3.01,  0.1907863,       0.75,  0.2063834,  0.1486749, -0.1698047,   399
         Q81GI3,      21.88,  0.2788190,      10.55,  0.3069471,       1.95,  0.2053776,       4.69,  0.1891465,       1.95,  0.2084254,       6.25,  0.2064152,       1.17,  0.1982922,  0.1216410, -0.2205143,   256
         Q6GI75,      26.17,  0.3277624,      16.80,  0.3377680,       7.03,  0.1947492,       3.12,  0.1940930,       0.39,  0.2004538,       7.81,  0.2261741,       1.17,  0.2143753,  0.0716410, -0.1992773,   256
         Q5E6G3,      30.50,  0.3264220,      19.25,  0.3613735,       0.00,  0.2952415,       4.00,  0.2361933,       2.25,  0.2677022,       4.00,  0.2301073,       0.25,  0.2369665,  0.0701176, -0.1443543,   400
         Q57A95,      27.94,  0.3967291,       8.09,  0.3201265,       7.72,  0.2095528,       5.51,  0.1970099,       3.68,  0.2212246,      10.29,  0.2372565,       5.88,  0.2287245,  0.0044191, -0.2116244,   272
         O67505,      14.07,  0.2325499,       5.93,  0.2798420,       0.00,  0.1622771,       3.70,  0.1297878,       0.00,  0.1192658,       9.26,  0.1819010,       3.70,  0.1572244,  0.1670389, -0.2472131,   270
     A0A174E195,      26.64,  0.2908179,      21.11,  0.3453813,       5.88,  0.1827093,       7.61,  0.2038287,       5.54,  0.2164326,      11.76,  0.2522155,       5.54,  0.2181126,  0.1070575, -0.1731514,   289
     A0A063X9I2,      11.52,  0.1460173,      22.42,  0.3428609,       6.67,  0.2420904,      11.52,  0.2291770,       1.82,  0.2013631,      16.36,  0.2380252,       9.09,  0.1929073,  0.2496819, -0.0344389,   165
         Q9I0K4,      16.38,  0.2460601,      16.01,  0.3249975,       4.14,  0.1782082,       2.64,  0.1880926,       2.07,  0.2152075,       7.53,  0.2037848,       1.13,  0.1963572,  0.1526729, -0.1433032,   531
         Q8YIN4,      25.64,  0.3039402,       9.32,  0.3388974,       4.90,  0.1902311,       5.83,  0.2304910,       4.43,  0.2492741,       7.93,  0.2087569,       4.20,  0.2218933,  0.0940409, -0.1546488,   429
         Q8VJU4,      23.50,  0.3141649,      21.41,  0.3593687,       6.66,  0.2535679,      11.10,  0.2644267,      11.10,  0.2929912,      11.23,  0.2367722,      10.57,  0.2868818,  0.0844893, -0.1396688,   766
         Q81GQ9,      19.29,  0.3100072,      18.12,  0.3600488,       7.29,  0.2064052,       6.35,  0.2485957,       3.76,  0.2765540,       7.06,  0.2161929,       4.71,  0.2352331,  0.0891543, -0.1118936,   425
         Q2YQA0,      25.64,  0.3037146,       9.32,  0.3385784,       4.90,  0.1870951,       5.83,  0.2291514,       4.43,  0.2478522,       7.93,  0.2087892,       4.20,  0.2213476,  0.0943906, -0.1591823,   429
         P0A9G6,      15.44,  0.2209789,      11.98,  0.3259043,       7.37,  0.1839896,       4.61,  0.2067166,       2.07,  0.2227174,       6.91,  0.1992211,       5.30,  0.1959230,  0.1751665, -0.1642181,   434
     A0A2H4PMI3,      14.75,  0.2046982,      16.58,  0.3230188,       4.37,  0.2166562,       4.37,  0.1906012,       2.91,  0.2004981,       8.01,  0.1892184,       2.55,  0.1846726,  0.1925003, -0.2303680,   549
         Q8F3Q1,      27.52,  0.3154575,      11.63,  0.3386893,       2.13,  0.2277852,       2.13,  0.2280920,       1.94,  0.2588227,       3.68,  0.1926140,       0.78,  0.2222793,  0.0834946, -0.1586463,   516
         Q63R49,      32.47,  0.3165567,       8.86,  0.2977708,       3.32,  0.1830756,       5.17,  0.1738712,       1.48,  0.1924226,       9.96,  0.2226931,       5.90,  0.2005525,  0.0823847, -0.3088303,   271
         Q2SYZ1,      27.31,  0.2938569,       8.12,  0.2875845,       1.85,  0.1794345,       5.17,  0.1654424,       1.11,  0.1811098,       9.96,  0.2185492,       5.54,  0.1910905,  0.1058163, -0.3114170,   271
         P31057,      24.24,  0.3276266,      14.02,  0.2874075,       0.00,  0.1329735,       5.30,  0.1649841,       0.38,  0.1779079,      11.36,  0.2130649,       4.55,  0.1951651,  0.0719547, -0.2665299,   264
         P07511,      22.93,  0.2983791,      20.87,  0.3599883,      11.78,  0.2320581,       4.13,  0.2236913,       3.51,  0.2632291,       4.75,  0.2110584,       1.65,  0.2260577,  0.1005360, -0.1747435,   484
     A0A090SK43,      38.96,  0.3884873,      23.12,  0.3489669,       9.58,  0.2967210,       4.79,  0.2347011,       3.54,  0.2578084,       8.12,  0.2355874,       4.17,  0.2442584,  0.0110551, -0.1481403,   480
         Q9K0I2,      29.22,  0.3471799,      12.59,  0.3211907,       2.39,  0.2069514,       1.64,  0.2119227,       4.16,  0.2485825,       2.64,  0.2022183,       0.13,  0.2218490,  0.0540172, -0.1626575,   794
         Q92RW4,      35.34,  0.3594584,      16.47,  0.3290350,       0.00,  0.1699662,       3.82,  0.2294239,       3.01,  0.2473772,       9.24,  0.2246193,       0.40,  0.2316524,  0.0370880, -0.2241822,   498
         Q93YB2,      19.28,  0.2793672,       8.95,  0.2905730,       0.00,  0.2240187,       2.19,  0.1754426,       0.00,  0.1897817,       2.39,  0.1699643,       1.19,  0.1841882,  0.1189831, -0.2476374,   503
         Q8VWZ1,      26.44,  0.3262470,      22.07,  0.3317519,      11.93,  0.2740661,       2.19,  0.1839142,       0.00,  0.1871159,       6.56,  0.2118670,       0.40,  0.2068160,  0.0706730, -0.2310353,   503
         Q59931,      31.16,  0.3563857,      11.16,  0.3222901,       1.68,  0.2262079,       1.89,  0.1775801,       0.21,  0.1982137,       4.00,  0.1895960,       0.63,  0.2073443,  0.0434268, -0.2280623,   475
         Q0P823,      22.02,  0.2656208,       9.07,  0.3131821,       0.00,  0.2282227,       2.07,  0.1215874,       0.00,  0.1095497,      11.40,  0.1933399,       0.78,  0.1672133,  0.1328669, -0.2500850,   386
         Q8DUI5,      18.93,  0.2220680,      14.58,  0.3139746,       0.00,  0.1459040,       3.07,  0.1722701,       0.26,  0.1670842,       5.63,  0.1961540,       0.51,  0.1785918,  0.1742080, -0.1962123,   391
         Q01581,      20.96,  0.2704793,      23.27,  0.3531097,       8.08,  0.2109033,      10.19,  0.2006308,      11.35,  0.2411772,       8.65,  0.2339744,      10.77,  0.2517124,  0.1259349, -0.1487278,   520
         P49903,      26.53,  0.2830146,      17.86,  0.3063082,      12.50,  0.2288721,       4.85,  0.2039933,       4.08,  0.2434486,       8.67,  0.1995836,       5.36,  0.2060580,  0.1151557, -0.2270869,   392
         P47895,      19.92,  0.2556929,      28.12,  0.3718680,      24.61,  0.3357115,       9.96,  0.2218327,       8.98,  0.2469774,       5.27,  0.2125069,       4.88,  0.2181464,  0.1406840, -0.1992832,   512
         P30838,      32.23,  0.3220095,      25.17,  0.3547917,      14.79,  0.3086953,       6.18,  0.2032880,       5.30,  0.2230402,      11.04,  0.2541186,      11.26,  0.2776574,  0.0761841, -0.1901714,   453
         P11883,      28.04,  0.3060033,      22.74,  0.3615790,      14.79,  0.2841423,       5.96,  0.2310412,       5.96,  0.2594577,       8.61,  0.2413598,      10.82,  0.2805972,  0.0929612, -0.1730021,   453
         Q8ILF7,       9.22,  0.1764769,      15.69,  0.3305809,       5.88,  0.2177217,       1.96,  0.1861409,       1.57,  0.1967939,       4.31,  0.1839312,       0.00,  0.1789874,  0.2188799, -0.1342236,   510
         Q72IC1,      32.31,  0.3704880,      17.92,  0.3187003,       5.19,  0.2105813,       4.72,  0.2267806,       5.66,  0.2605655,       5.42,  0.2135612,       1.65,  0.2316824,  0.0291624, -0.2165816,   424
         P96110,      32.21,  0.3345024,      15.87,  0.3281027,       4.57,  0.2194496,       3.37,  0.1970298,       2.64,  0.2239040,      10.58,  0.2437558,       2.88,  0.2212158,  0.0631224, -0.2041787,   416
         P00367,      30.11,  0.3242257,      25.09,  0.3828712,      11.83,  0.2401696,       1.61,  0.2428601,       4.48,  0.2668802,       9.14,  0.2399183,       1.97,  0.2427925,  0.0735025, -0.1713510,   558
         O94788,      30.31,  0.3024741,      16.60,  0.3250509,      14.09,  0.2575525,       6.18,  0.1981832,       4.83,  0.2233594,       5.41,  0.1949087,       7.14,  0.2502549,  0.0939858, -0.2126621,   518
         Q5SLS7,      44.44,  0.4308141,      15.45,  0.3437723,      24.66,  0.2964063,       3.79,  0.2162527,       3.25,  0.2549241,      10.84,  0.2460788,       3.79,  0.2486404, -0.0296775, -0.2988381,   369
         P9WQB1,      44.74,  0.4137826,       6.47,  0.3070252,       0.00,  0.1746557,       3.77,  0.1878907,       0.54,  0.2190865,       6.20,  0.2321049,       2.96,  0.2266484, -0.0145540, -0.2931693,   371
         O08395,      41.98,  0.4204186,      20.36,  0.3551539,       6.36,  0.2619802,       5.34,  0.2227678,       4.33,  0.2513395,      12.98,  0.2590743,       6.87,  0.2514591, -0.0206951, -0.2356339,   393
         P28037,      20.07,  0.2627166,      14.41,  0.3057229,       3.66,  0.2163123,       4.10,  0.1973779,       4.88,  0.2233910,       2.11,  0.1690217,       1.22,  0.1930383,  0.1346672, -0.2049276,   902
         O75891,      21.18,  0.2629242,      10.64,  0.3020940,       2.66,  0.2215232,       3.88,  0.1923059,       4.43,  0.2164727,       2.11,  0.1656909,       0.11,  0.1899147,  0.1341683, -0.2071427,   902
         E3NZ06,      15.39,  0.2214141,      12.40,  0.3133092,       2.55,  0.2141606,       2.33,  0.1977323,       2.55,  0.2211352,       1.33,  0.1617566,       0.33,  0.1858913,  0.1756872, -0.1804343,   903
         Q92UV7,      24.12,  0.2941111,       6.39,  0.3015116,       0.00,  0.1993382,       2.47,  0.1915552,       0.00,  0.2344096,       3.09,  0.1750213,       0.41,  0.1994348,  0.1056395, -0.2313485,   485
         Q72KD3,      22.83,  0.3089871,      14.34,  0.3136562,      10.00,  0.2081158,       3.96,  0.2064031,       4.15,  0.2307934,       5.47,  0.1833066,       0.94,  0.2071911,  0.0898935, -0.1960678,   530
         Q3MAW0,      19.24,  0.2732129,       8.03,  0.2702444,       0.00,  0.1987647,       3.81,  0.1467881,       1.06,  0.1564701,       6.13,  0.1694849,       2.54,  0.1693669,  0.1274339, -0.2763988,   473
         P40108,      15.12,  0.2088117,      11.90,  0.3243306,       7.06,  0.2130711,       5.24,  0.2096157,       4.23,  0.2258636,       3.63,  0.1835754,       2.22,  0.1920328,  0.1877386, -0.2172487,   496
         B4E926,      20.97,  0.2822141,      10.48,  0.2881829,       3.23,  0.1563174,       2.22,  0.1670836,       0.60,  0.1883084,       4.84,  0.1827651,       1.01,  0.1847592,  0.1173756, -0.2620633,   496
         Q9KFH7,       9.57,  0.1637423,      17.68,  0.3171327,       0.00,  0.1410965,       4.93,  0.1721782,       0.00,  0.1506531,      12.17,  0.2162023,       3.48,  0.1699847,  0.2321194, -0.1000991,   345
         Q81TB4,       9.94,  0.2071100,      11.49,  0.3051293,       7.14,  0.2206382,       2.80,  0.1461615,       0.00,  0.1347268,       5.90,  0.1893864,       0.31,  0.1637523,  0.1897177, -0.1353999,   322
         Q81G55,      10.56,  0.2025878,      12.11,  0.3042911,       8.39,  0.2162262,       2.48,  0.1431087,       0.00,  0.1331487,       4.66,  0.1890700,       0.31,  0.1620344,  0.1939103, -0.1352105,   322
         Q08698,      15.97,  0.2524886,       3.78,  0.2957928,       0.00,  0.1262191,       1.40,  0.1792593,       0.56,  0.1903427,       3.50,  0.1709221,       1.40,  0.1814678,  0.1449304, -0.1680360,   714
         P69924,      13.83,  0.2098915,      12.50,  0.2897866,       5.85,  0.2214868,       4.26,  0.1688968,       0.00,  0.1570290,       7.18,  0.1755467,       1.60,  0.1668584,  0.1873118, -0.1147769,   376
         P37146,      19.75,  0.2344402,      16.30,  0.3082221,       1.57,  0.1656149,       3.45,  0.1605383,       0.00,  0.1499651,       8.15,  0.2061091,       2.51,  0.1765458,  0.1602253, -0.1283995,   319
         P23921,      13.89,  0.2085306,      12.88,  0.3143813,       5.30,  0.1675952,       3.28,  0.1685166,       2.65,  0.1943420,       6.19,  0.1776389,       5.81,  0.2051674,  0.1887476, -0.1500725,   792
         P21524,      20.38,  0.2720651,      20.72,  0.3532550,      10.92,  0.2164670,       7.77,  0.2066239,       7.43,  0.2450439,      11.37,  0.2255397,       9.57,  0.2531659,  0.1259678, -0.1465797,   888
         P00452,      16.69,  0.2194418,      15.24,  0.3191760,       4.07,  0.1915026,       4.86,  0.1883184,       2.89,  0.2069898,       7.49,  0.1957436,       3.02,  0.1882784,  0.1772538, -0.1399837,   761
         O84835,      15.61,  0.2261343,       7.51,  0.2490174,       2.60,  0.1560201,       3.18,  0.1234523,       0.00,  0.1182447,       5.78,  0.1670917,       1.73,  0.1473234,  0.1696732, -0.1414953,   346
         O66503,      16.73,  0.2235027,      12.98,  0.3047307,       7.74,  0.2070225,       3.62,  0.1475935,       1.75,  0.1574728,       4.99,  0.1782334,       0.37,  0.1685889,  0.1728712, -0.1231617,   801
         B1KYY8,      16.96,  0.2133992,      14.33,  0.2952880,       2.34,  0.1544602,       4.09,  0.1434164,       1.46,  0.1455040,      11.40,  0.2137024,       4.97,  0.1685516,  0.1839297, -0.0776431,   342
         Q2YRI3,      24.22,  0.2946692,       7.25,  0.3008046,       0.00,  0.1886153,       1.66,  0.1710263,       0.00,  0.1868722,       2.90,  0.1776081,       0.83,  0.1884968,  0.1060739, -0.2856943,   483
         A1U6U7,      26.14,  0.3109299,      13.28,  0.3298386,       3.73,  0.2380271,       5.81,  0.2353687,       3.73,  0.2655949,       4.15,  0.1962449,       2.49,  0.2229961,  0.0865310, -0.1946026,   482
         P39633,      22.88,  0.3000702,      12.26,  0.3239560,       3.77,  0.2043843,       4.72,  0.2076423,       3.77,  0.2420507,       6.13,  0.1975633,       2.36,  0.2118804,  0.0997992, -0.2005080,   424
         P24295,      17.56,  0.2404901,       9.78,  0.3324646,      10.22,  0.2144150,       2.89,  0.2110211,       2.22,  0.2284017,       8.67,  0.2230442,       1.11,  0.2059036,  0.1566315, -0.1699467,   450
         A0R1C2,      26.16,  0.3282827,      18.19,  0.3324582,       6.90,  0.2098439,       3.45,  0.1996552,       4.52,  0.2295806,       3.64,  0.2057271,       1.25,  0.2159505,  0.0716962, -0.1977462,  1594
         Q9X168,      42.53,  0.4472857,      16.80,  0.3394231,      10.58,  0.2511365,       3.32,  0.2286971,       2.90,  0.2725889,       5.19,  0.2000479,       0.41,  0.2480073, -0.0462491, -0.2343343,   482
         Q9KTW3,      36.20,  0.3893815,      17.59,  0.3464846,      10.43,  0.2480585,       4.29,  0.2414030,       6.34,  0.2886211,       6.75,  0.2222020,       1.64,  0.2480155,  0.0115298, -0.2510051,   489
         Q9HXM5,      48.26,  0.4468532,      19.43,  0.3525493,       7.36,  0.2474007,       4.29,  0.2291201,       4.70,  0.2674770,       9.61,  0.2478335,       4.09,  0.2573056, -0.0461388, -0.2644674,   489
         Q926Y9,      20.90,  0.3051329,      14.96,  0.3147199,       0.00,  0.1959104,       6.97,  0.2063001,       4.92,  0.2260077,       4.92,  0.1915362,       2.66,  0.2072828,  0.0966443, -0.2485813,   488
         Q8T6T2,      31.75,  0.3572030,      29.25,  0.4180746,      22.00,  0.3346880,      13.00,  0.2384029,      10.75,  0.3037381,      18.00,  0.3026758,      10.00,  0.2700157,  0.0418676, -0.1884643,   400
         Q756Z6,      19.92,  0.2901263,      14.94,  0.3434750,       0.00,  0.2349654,       2.49,  0.2148930,       0.57,  0.2513084,       5.17,  0.2034152,       1.34,  0.2172030,  0.1092675, -0.2187077,   522
         Q5CPK7,      32.34,  0.3590594,      29.35,  0.4194521,      21.89,  0.3377909,      13.18,  0.2410872,      11.19,  0.3082511,      18.16,  0.3050735,      10.20,  0.2721539,  0.0397973, -0.1855726,   402
         P9WKI7,      49.72,  0.4615568,      26.28,  0.3910238,      15.69,  0.3147601,       6.62,  0.2533854,       7.94,  0.3067001,       7.75,  0.2657259,      10.59,  0.3321922, -0.0622537, -0.2865796,   529
         P50097,       6.76,  0.1840645,       8.95,  0.3178152,       0.00,  0.1885640,       2.78,  0.1825584,       0.99,  0.2118665,       3.38,  0.1679073,       0.60,  0.1773686,  0.2138141, -0.1899574,   503
         P12269,      24.71,  0.2756281,      15.37,  0.3359675,       4.28,  0.2303066,       2.14,  0.1837904,       0.19,  0.2045559,       4.28,  0.1957536,       0.39,  0.1992827,  0.1227268, -0.2265194,   514
         P12268,      22.96,  0.2818550,      13.62,  0.3332948,       4.28,  0.2268203,       2.14,  0.1858089,       0.19,  0.2042817,       4.28,  0.1928129,       0.39,  0.1996756,  0.1161121, -0.2220356,   514
         P0C0H6,      34.28,  0.4031652,      11.97,  0.3203070,       0.00,  0.1944959,       4.46,  0.2020350,       3.85,  0.2410673,       5.07,  0.2029244,       1.42,  0.2282497, -0.0018436, -0.2276611,   493
         G7CNL4,      46.00,  0.4265844,      17.54,  0.3679435,       7.60,  0.2686388,       3.70,  0.2431569,       6.04,  0.3054590,       4.48,  0.2269335,       1.95,  0.2616797, -0.0267915, -0.2717025,   513
         E3P6S0,      28.12,  0.3419016,      25.18,  0.3833631,      15.99,  0.2913536,       7.17,  0.2453751,       7.35,  0.2893459,      10.48,  0.2383666,      10.29,  0.2982845,  0.0567169, -0.2196169,   544
         C6XG59,      23.73,  0.2791162,      13.18,  0.3119911,       0.00,  0.1909590,       2.64,  0.1666773,       2.43,  0.1918375,       7.10,  0.2017024,       2.43,  0.1918874,  0.1202659, -0.3137499,   493
     A0A2R4D3F6,      33.61,  0.3795812,      13.61,  0.3479697,       4.33,  0.2539119,       4.74,  0.2084489,       3.92,  0.2400284,       7.01,  0.2248326,       1.03,  0.2334769,  0.0210003, -0.2440883,   485
     A0A127ELD1,      17.77,  0.3004158,      21.90,  0.3508888,       3.72,  0.2207446,       4.13,  0.2135957,       3.93,  0.2535812,       4.55,  0.1998055,       0.83,  0.2197145,  0.1007426, -0.2260640,   484
         Q9L4P8,      36.90,  0.4027623,      20.36,  0.3581331,       6.45,  0.2343381,       4.84,  0.2588306,       6.45,  0.2950663,       9.68,  0.2401363,       5.85,  0.2591549, -0.0021808, -0.1248693,   496
         Q9HTJ1,      25.51,  0.3485675,      17.14,  0.3438506,       9.18,  0.2330861,       2.65,  0.2335041,       3.06,  0.2624528,       4.90,  0.2025104,       0.82,  0.2318143,  0.0521711, -0.1935379,   490
         Q8UH56,      28.40,  0.3409405,      17.44,  0.3449459,       3.85,  0.2249306,       4.06,  0.2473155,       3.65,  0.2675394,       6.29,  0.2076682,       1.83,  0.2347349,  0.0583997, -0.2304319,   493
         P56533,      24.06,  0.2798341,      10.93,  0.3082480,      11.33,  0.2527479,       2.98,  0.1896791,       1.59,  0.2183536,       3.98,  0.1782124,       2.19,  0.1957212,  0.1190825, -0.2548625,   503
     A0A0H3GTN1,      34.90,  0.3747168,      19.39,  0.3403561,       2.45,  0.2232686,       2.65,  0.2205116,       2.45,  0.2475684,       6.53,  0.2182259,       1.22,  0.2335630,  0.0258447, -0.2072333,   490
         Q8G2R2,      44.65,  0.4490934,      18.14,  0.3434308,       8.84,  0.2232649,       2.56,  0.1814326,       1.16,  0.2073703,       4.88,  0.2406939,       1.63,  0.2370036, -0.0483272, -0.2399494,   430
     A0A077ECF2,      22.55,  0.2997027,      13.67,  0.3272280,       1.37,  0.2233721,       2.73,  0.1953451,       0.23,  0.2357366,       6.15,  0.2116441,       1.59,  0.2116094,  0.1010273, -0.1971782,   439
